Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type
2496,5,4/14/23 23:00,2305,Purchase
2497,34,4/15/23 00:00,3274,Purchase
2498,792,4/15/23 01:00,1358,Bill Payment
2499,145,4/15/23 02:00,1813,Investment
2500,351,4/15/23 03:00,2261,Purchase
2501,583,4/15/23 04:00,2910,Loan Payment
2502,465,4/15/23 05:00,1603,Purchase
2503,348,4/15/23 06:00,442,Loan Payment
2504,742,4/15/23 07:00,3827,Purchase
2505,125,4/15/23 08:00,4927,Purchase
2506,790,4/15/23 09:00,1080,Investment
2507,271,4/15/23 10:00,4610,Purchase
2508,357,4/15/23 11:00,124,Purchase
2509,527,4/15/23 12:00,1449,Loan Payment
2510,754,4/15/23 13:00,1800,Loan Payment
2511,498,4/15/23 14:00,1004,Purchase
2512,153,4/15/23 15:00,4328,Bill Payment
2513,53,4/15/23 16:00,4741,Purchase
2514,149,4/15/23 17:00,4777,Purchase
2515,503,4/15/23 18:00,967,Investment
2516,870,4/15/23 19:00,105,Purchase
2517,450,4/15/23 20:00,2164,Purchase
2518,219,4/15/23 21:00,641,Loan Payment
2519,625,4/15/23 22:00,3694,Loan Payment
2520,800,4/15/23 23:00,1711,Loan Payment
2521,277,4/16/23 00:00,707,Loan Payment
2522,452,4/16/23 01:00,41,Purchase
2523,428,4/16/23 02:00,4884,Bill Payment
2524,83,4/16/23 03:00,558,Investment
2525,962,4/16/23 04:00,2258,Investment
2526,218,4/16/23 05:00,1903,Bill Payment
2527,738,4/16/23 06:00,2844,Bill Payment
2528,782,4/16/23 07:00,1713,Investment
2529,527,4/16/23 08:00,1166,Purchase
2530,404,4/16/23 09:00,353,Investment
2531,290,4/16/23 10:00,4082,Bill Payment
2532,420,4/16/23 11:00,3472,Purchase
2533,339,4/16/23 12:00,2258,Investment
2534,777,4/16/23 13:00,954,Purchase
2535,711,4/16/23 14:00,3890,Purchase
2536,670,4/16/23 15:00,2060,Bill Payment
2537,845,4/16/23 16:00,3295,Loan Payment
2538,987,4/16/23 17:00,2865,Investment
2539,959,4/16/23 18:00,1340,Bill Payment
2540,419,4/16/23 19:00,2013,Investment
2541,909,4/16/23 20:00,3625,Loan Payment
2542,207,4/16/23 21:00,1797,Loan Payment
2543,686,4/16/23 22:00,2256,Loan Payment
2544,696,4/16/23 23:00,3682,Loan Payment
2545,265,4/17/23 00:00,2165,Investment
2546,983,4/17/23 01:00,3489,Purchase
2547,758,4/17/23 02:00,3030,Purchase
2548,36,4/17/23 03:00,61,Loan Payment
2549,373,4/17/23 04:00,2169,Loan Payment
2550,488,4/17/23 05:00,4400,Purchase
2551,259,4/17/23 06:00,3661,Bill Payment
2552,994,4/17/23 07:00,3925,Loan Payment
2553,531,4/17/23 08:00,2122,Purchase
2554,924,4/17/23 09:00,2631,Bill Payment
2555,23,4/17/23 10:00,4570,Purchase
2556,104,4/17/23 11:00,4739,Bill Payment
2557,241,4/17/23 12:00,1364,Investment
2558,903,4/17/23 13:00,3764,Bill Payment
2559,873,4/17/23 14:00,219,Loan Payment
2560,716,4/17/23 15:00,247,Bill Payment
2561,253,4/17/23 16:00,345,Bill Payment
2562,142,4/17/23 17:00,3848,Loan Payment
2563,814,4/17/23 18:00,1586,Investment
2564,655,4/17/23 19:00,509,Bill Payment
2565,451,4/17/23 20:00,1574,Investment
2566,783,4/17/23 21:00,800,Purchase
2567,307,4/17/23 22:00,3550,Purchase
2568,984,4/17/23 23:00,3132,Loan Payment
2569,500,4/18/23 00:00,1145,Investment
2570,622,4/18/23 01:00,3954,Loan Payment
2571,8,4/18/23 02:00,2358,Loan Payment
2572,69,4/18/23 03:00,4334,Bill Payment
2573,702,4/18/23 04:00,159,Purchase
2574,691,4/18/23 05:00,3216,Loan Payment
2575,575,4/18/23 06:00,3538,Bill Payment
2576,68,4/18/23 07:00,1634,Bill Payment
2577,718,4/18/23 08:00,2584,Investment
2578,912,4/18/23 09:00,4438,Purchase
2579,980,4/18/23 10:00,4279,Investment
2580,408,4/18/23 11:00,3294,Investment
2581,518,4/18/23 12:00,2118,Loan Payment
2582,119,4/18/23 13:00,3957,Investment
2583,825,4/18/23 14:00,4924,Loan Payment
2584,31,4/18/23 15:00,2273,Investment
2585,518,4/18/23 16:00,1622,Bill Payment
2586,483,4/18/23 17:00,3825,Purchase
2587,207,4/18/23 18:00,4729,Purchase
2588,669,4/18/23 19:00,587,Purchase
2589,579,4/18/23 20:00,432,Bill Payment
2590,971,4/18/23 21:00,2773,Bill Payment
2591,387,4/18/23 22:00,1239,Investment
2592,412,4/18/23 23:00,3186,Investment
2593,842,4/19/23 00:00,763,Investment
2594,370,4/19/23 01:00,4852,Investment
2595,353,4/19/23 02:00,697,Purchase
2596,944,4/19/23 03:00,732,Investment
2597,336,4/19/23 04:00,756,Bill Payment
2598,891,4/19/23 05:00,4347,Bill Payment
2599,906,4/19/23 06:00,2722,Bill Payment
2600,289,4/19/23 07:00,717,Loan Payment
2601,996,4/19/23 08:00,444,Loan Payment
2602,963,4/19/23 09:00,4886,Loan Payment
2603,965,4/19/23 10:00,493,Investment
2604,140,4/19/23 11:00,3528,Purchase
2605,953,4/19/23 12:00,1543,Purchase
2606,300,4/19/23 13:00,179,Investment
2607,13,4/19/23 14:00,1030,Investment
2608,664,4/19/23 15:00,4974,Loan Payment
2609,428,4/19/23 16:00,857,Bill Payment
2610,825,4/19/23 17:00,705,Bill Payment
2611,864,4/19/23 18:00,3356,Loan Payment
2612,400,4/19/23 19:00,4023,Loan Payment
2613,992,4/19/23 20:00,41,Purchase
2614,109,4/19/23 21:00,186,Loan Payment
2615,485,4/19/23 22:00,2974,Bill Payment
2616,888,4/19/23 23:00,2122,Bill Payment
2617,356,4/20/23 00:00,3896,Investment
2618,149,4/20/23 01:00,1512,Purchase
2619,879,4/20/23 02:00,2325,Investment
2620,716,4/20/23 03:00,2654,Purchase
2621,307,4/20/23 04:00,75,Investment
2622,533,4/20/23 05:00,4238,Purchase
2623,60,4/20/23 06:00,1938,Loan Payment
2624,435,4/20/23 07:00,594,Bill Payment
2625,21,4/20/23 08:00,1758,Loan Payment
2626,875,4/20/23 09:00,2214,Purchase
2627,382,4/20/23 10:00,3640,Purchase
2628,245,4/20/23 11:00,1902,Investment
2629,902,4/20/23 12:00,2439,Purchase
2630,73,4/20/23 13:00,3103,Loan Payment
2631,449,4/20/23 14:00,983,Purchase
2632,76,4/20/23 15:00,4034,Purchase
2633,698,4/20/23 16:00,2652,Investment
2634,590,4/20/23 17:00,1452,Purchase
2635,390,4/20/23 18:00,4339,Investment
2636,577,4/20/23 19:00,1487,Bill Payment
2637,342,4/20/23 20:00,780,Investment
2638,290,4/20/23 21:00,315,Purchase
2639,568,4/20/23 22:00,11,Bill Payment
2640,331,4/20/23 23:00,280,Purchase
2641,259,4/21/23 00:00,4526,Investment
2642,426,4/21/23 01:00,3224,Loan Payment
2643,702,4/21/23 02:00,873,Bill Payment
2644,6,4/21/23 03:00,2749,Loan Payment
2645,6,4/21/23 04:00,2924,Loan Payment
2646,191,4/21/23 05:00,116,Bill Payment
2647,148,4/21/23 06:00,3178,Loan Payment
2648,405,4/21/23 07:00,4654,Loan Payment
2649,258,4/21/23 08:00,2609,Loan Payment
2650,730,4/21/23 09:00,2245,Loan Payment
2651,479,4/21/23 10:00,2809,Bill Payment
2652,90,4/21/23 11:00,1521,Purchase
2653,824,4/21/23 12:00,28,Loan Payment
2654,864,4/21/23 13:00,868,Bill Payment
2655,10,4/21/23 14:00,1426,Bill Payment
2656,87,4/21/23 15:00,3042,Bill Payment
2657,762,4/21/23 16:00,4515,Bill Payment
2658,838,4/21/23 17:00,1436,Investment
2659,151,4/21/23 18:00,2541,Purchase
2660,988,4/21/23 19:00,4729,Purchase
2661,625,4/21/23 20:00,4761,Loan Payment
2662,30,4/21/23 21:00,4873,Bill Payment
2663,128,4/21/23 22:00,4048,Investment
2664,78,4/21/23 23:00,4123,Bill Payment
2665,421,4/22/23 00:00,2241,Loan Payment
2666,55,4/22/23 01:00,2462,Purchase
2667,480,4/22/23 02:00,2856,Loan Payment
2668,305,4/22/23 03:00,3212,Loan Payment
2669,546,4/22/23 04:00,1826,Loan Payment
2670,105,4/22/23 05:00,1790,Loan Payment
2671,172,4/22/23 06:00,4113,Loan Payment
2672,499,4/22/23 07:00,714,Loan Payment
2673,22,4/22/23 08:00,1351,Loan Payment
2674,287,4/22/23 09:00,3472,Purchase
2675,391,4/22/23 10:00,3600,Purchase
2676,617,4/22/23 11:00,1169,Bill Payment
2677,149,4/22/23 12:00,4636,Bill Payment
2678,272,4/22/23 13:00,3732,Investment
2679,788,4/22/23 14:00,3448,Investment
2680,299,4/22/23 15:00,3570,Purchase
2681,172,4/22/23 16:00,3092,Purchase
2682,47,4/22/23 17:00,1725,Investment
2683,626,4/22/23 18:00,2253,Purchase
2684,787,4/22/23 19:00,1770,Investment
2685,816,4/22/23 20:00,4017,Bill Payment
2686,992,4/22/23 21:00,1806,Purchase
2687,207,4/22/23 22:00,2685,Purchase
2688,453,4/22/23 23:00,3246,Investment
2689,395,4/23/23 00:00,53,Loan Payment
2690,975,4/23/23 01:00,498,Loan Payment
2691,925,4/23/23 02:00,4286,Bill Payment
2692,754,4/23/23 03:00,3158,Purchase
2693,301,4/23/23 04:00,4733,Purchase
2694,708,4/23/23 05:00,966,Investment
2695,676,4/23/23 06:00,2124,Loan Payment
2696,176,4/23/23 07:00,1125,Loan Payment
2697,855,4/23/23 08:00,1791,Bill Payment
2698,783,4/23/23 09:00,2836,Loan Payment
2699,110,4/23/23 10:00,660,Loan Payment
2700,684,4/23/23 11:00,1886,Loan Payment
2701,963,4/23/23 12:00,350,Investment
2702,864,4/23/23 13:00,2960,Loan Payment
2703,202,4/23/23 14:00,3385,Bill Payment
2704,168,4/23/23 15:00,2455,Loan Payment
2705,614,4/23/23 16:00,2760,Bill Payment
2706,86,4/23/23 17:00,2154,Investment
2707,654,4/23/23 18:00,1364,Investment
2708,959,4/23/23 19:00,3286,Bill Payment
2709,849,4/23/23 20:00,458,Investment
2710,725,4/23/23 21:00,4182,Purchase
2711,51,4/23/23 22:00,4654,Purchase
2712,112,4/23/23 23:00,807,Purchase
2713,463,4/24/23 00:00,3506,Purchase
2714,442,4/24/23 01:00,4920,Purchase
2715,271,4/24/23 02:00,2192,Investment
2716,577,4/24/23 03:00,3336,Bill Payment
2717,344,4/24/23 04:00,655,Investment
2718,183,4/24/23 05:00,729,Loan Payment
2719,503,4/24/23 06:00,1532,Purchase
2720,844,4/24/23 07:00,1079,Purchase
2721,10,4/24/23 08:00,4753,Investment
2722,494,4/24/23 09:00,4897,Loan Payment
2723,234,4/24/23 10:00,4684,Investment
2724,298,4/24/23 11:00,3085,Bill Payment
2725,244,4/24/23 12:00,3817,Purchase
2726,509,4/24/23 13:00,3371,Investment
2727,351,4/24/23 14:00,2166,Bill Payment
2728,267,4/24/23 15:00,4565,Purchase
2729,630,4/24/23 16:00,2323,Purchase
2730,656,4/24/23 17:00,3515,Purchase
2732,201,4/24/23 19:00,642,Investment
2733,239,4/24/23 20:00,2209,Purchase
2734,334,4/24/23 21:00,3073,Purchase
2735,915,4/24/23 22:00,2920,Bill Payment
2736,415,4/24/23 23:00,632,Investment
2737,969,4/25/23 00:00,370,Bill Payment
2738,484,4/25/23 01:00,2377,Investment
2739,437,4/25/23 02:00,219,Purchase
2740,999,4/25/23 03:00,3477,Loan Payment
2741,246,4/25/23 04:00,940,Bill Payment
2742,858,4/25/23 05:00,4594,Loan Payment
2743,8,4/25/23 06:00,3953,Loan Payment
2744,152,4/25/23 07:00,4706,Loan Payment
2745,392,4/25/23 08:00,4879,Investment
2746,211,4/25/23 09:00,887,Investment
2747,367,4/25/23 10:00,4805,Loan Payment
2748,944,4/25/23 11:00,2509,Purchase
2749,670,4/25/23 12:00,2533,Purchase
2750,570,4/25/23 13:00,4361,Loan Payment
2751,86,4/25/23 14:00,401,Bill Payment
2752,55,4/25/23 15:00,3912,Bill Payment
2753,713,4/25/23 16:00,2331,Investment
2754,634,4/25/23 17:00,4950,Bill Payment
2755,446,4/25/23 18:00,3991,Purchase
2756,620,4/25/23 19:00,148,Loan Payment
2757,304,4/25/23 20:00,112,Bill Payment
2758,132,4/25/23 21:00,493,Loan Payment
2759,421,4/25/23 22:00,4329,Bill Payment
2760,904,4/25/23 23:00,4083,Investment
2761,385,4/26/23 00:00,1858,Purchase
2762,988,4/26/23 01:00,1894,Investment
2763,198,4/26/23 02:00,3215,Loan Payment
2764,47,4/26/23 03:00,2171,Purchase
2765,740,4/26/23 04:00,1474,Purchase
2766,757,4/26/23 05:00,653,Investment
2767,203,4/26/23 06:00,3446,Bill Payment
2768,261,4/26/23 07:00,4563,Investment
2769,690,4/26/23 08:00,620,Loan Payment
2770,24,4/26/23 09:00,4312,Bill Payment
2771,687,4/26/23 10:00,1553,Investment
2772,786,4/26/23 11:00,3549,Investment
2773,340,4/26/23 12:00,1476,Bill Payment
2774,412,4/26/23 13:00,926,Bill Payment
2775,973,4/26/23 14:00,1191,Bill Payment
2776,261,4/26/23 15:00,2156,Investment
2777,286,4/26/23 16:00,2282,Bill Payment
2778,513,4/26/23 17:00,861,Bill Payment
2779,86,4/26/23 18:00,4546,Bill Payment
2780,850,4/26/23 19:00,729,Purchase
2781,430,4/26/23 20:00,4690,Loan Payment
2782,581,4/26/23 21:00,2024,Bill Payment
2783,31,4/26/23 22:00,3482,Loan Payment
2784,710,4/26/23 23:00,3652,Bill Payment
2785,603,4/27/23 00:00,3880,Bill Payment
2786,440,4/27/23 01:00,73,Purchase
2787,985,4/27/23 02:00,4873,Purchase
2788,349,4/27/23 03:00,569,Bill Payment
2789,895,4/27/23 04:00,1743,Bill Payment
2790,412,4/27/23 05:00,679,Bill Payment
2791,528,4/27/23 06:00,3904,Loan Payment
2792,310,4/27/23 07:00,1552,Bill Payment
2793,949,4/27/23 08:00,1281,Loan Payment
2794,396,4/27/23 09:00,2425,Purchase
2795,788,4/27/23 10:00,2801,Loan Payment
2796,338,4/27/23 11:00,4723,Bill Payment
2797,674,4/27/23 12:00,3064,Purchase
2798,437,4/27/23 13:00,2468,Investment
2799,704,4/27/23 14:00,3075,Purchase
2800,663,4/27/23 15:00,1173,Investment
2801,365,4/27/23 16:00,4569,Loan Payment
2802,923,4/27/23 17:00,2759,Purchase
2803,113,4/27/23 18:00,1958,Purchase
2804,785,4/27/23 19:00,69,Purchase
2805,176,4/27/23 20:00,3112,Loan Payment
2806,149,4/27/23 21:00,342,Bill Payment
2807,178,4/27/23 22:00,4181,Loan Payment
2808,936,4/27/23 23:00,199,Purchase
2809,382,4/28/23 00:00,3570,Bill Payment
2810,223,4/28/23 01:00,305,Purchase
2811,259,4/28/23 02:00,2558,Purchase
2812,785,4/28/23 03:00,186,Investment
2813,189,4/28/23 04:00,809,Purchase
2814,306,4/28/23 05:00,815,Loan Payment
2815,378,4/28/23 06:00,1752,Loan Payment
2816,602,4/28/23 07:00,224,Loan Payment
2817,343,4/28/23 08:00,1889,Bill Payment
2818,774,4/28/23 09:00,2710,Investment
2819,156,4/28/23 10:00,606,Investment
2820,712,4/28/23 11:00,1727,Purchase
2821,55,4/28/23 12:00,1365,Purchase
2822,766,4/28/23 13:00,4233,Investment
2823,442,4/28/23 14:00,1302,Bill Payment
2824,685,4/28/23 15:00,2608,Loan Payment
2825,200,4/28/23 16:00,3447,Purchase
2826,403,4/28/23 17:00,4724,Investment
2827,614,4/28/23 18:00,151,Bill Payment
2828,797,4/28/23 19:00,3226,Loan Payment
2829,663,4/28/23 20:00,2849,Purchase
2830,623,4/28/23 21:00,4350,Loan Payment
2831,928,4/28/23 22:00,3523,Loan Payment
2832,778,4/28/23 23:00,2760,Investment
2833,603,4/29/23 00:00,1724,Investment
2834,177,4/29/23 01:00,1145,Loan Payment
2835,449,4/29/23 02:00,3731,Loan Payment
2836,743,4/29/23 03:00,1919,Purchase
2837,541,4/29/23 04:00,2257,Bill Payment
2838,955,4/29/23 05:00,4526,Bill Payment
2839,301,4/29/23 06:00,4112,Loan Payment
2840,707,4/29/23 07:00,1558,Investment
2841,307,4/29/23 08:00,2649,Bill Payment
2842,751,4/29/23 09:00,4776,Loan Payment
2843,869,4/29/23 10:00,4521,Investment
2844,991,4/29/23 11:00,2841,Purchase
2845,896,4/29/23 12:00,1016,Bill Payment
2846,267,4/29/23 13:00,3231,Purchase
2847,214,4/29/23 14:00,3072,Investment
2848,594,4/29/23 15:00,4533,Loan Payment
2849,640,4/29/23 16:00,3062,Purchase
2850,483,4/29/23 17:00,4439,Loan Payment
2851,262,4/29/23 18:00,2329,Bill Payment
2852,67,4/29/23 19:00,3549,Purchase
2853,574,4/29/23 20:00,2376,Bill Payment
2854,133,4/29/23 21:00,536,Bill Payment
2855,649,4/29/23 22:00,2817,Bill Payment
2856,540,4/29/23 23:00,1205,Bill Payment
2857,512,4/30/23 00:00,1763,Bill Payment
2858,211,4/30/23 01:00,1682,Investment
2859,988,4/30/23 02:00,2038,Purchase
2860,987,4/30/23 03:00,1664,Loan Payment
2861,717,4/30/23 04:00,4559,Loan Payment
2862,253,4/30/23 05:00,4851,Investment
2863,38,4/30/23 06:00,4051,Loan Payment
2864,43,4/30/23 07:00,857,Loan Payment
2865,629,4/30/23 08:00,877,Loan Payment
2866,405,4/30/23 09:00,783,Purchase
2867,987,4/30/23 10:00,552,Loan Payment
2868,702,4/30/23 11:00,4427,Purchase
2869,46,4/30/23 12:00,795,Loan Payment
2870,454,4/30/23 13:00,3315,Loan Payment
2871,678,4/30/23 14:00,4645,Purchase
2872,305,4/30/23 15:00,2893,Investment
2873,715,4/30/23 16:00,458,Loan Payment
2874,233,4/30/23 17:00,3320,Bill Payment
2875,245,4/30/23 18:00,4595,Bill Payment
2876,721,4/30/23 19:00,1915,Investment
2877,760,4/30/23 20:00,4569,Bill Payment
2878,295,4/30/23 21:00,4419,Purchase
2879,839,4/30/23 22:00,3261,Loan Payment
2880,383,4/30/23 23:00,394,Loan Payment
2881,158,5/1/23 00:00,304,Loan Payment
2883,1,5/1/23 02:00,4867,Bill Payment
2884,217,5/1/23 03:00,2826,Bill Payment
2885,928,5/1/23 04:00,1108,Bill Payment
2886,507,5/1/23 05:00,1747,Purchase
2887,761,5/1/23 06:00,2199,Bill Payment
2889,581,5/1/23 08:00,1232,Loan Payment
2890,30,5/1/23 09:00,3252,Bill Payment
2891,627,5/1/23 10:00,3909,Investment
2892,520,5/1/23 11:00,4333,Investment
2893,881,5/1/23 12:00,420,Loan Payment
2894,275,5/1/23 13:00,3009,Bill Payment
2895,492,5/1/23 14:00,2955,Investment
2896,827,5/1/23 15:00,4796,Investment
2897,951,5/1/23 16:00,887,Purchase
2898,926,5/1/23 17:00,796,Loan Payment
2899,847,5/1/23 18:00,2119,Investment
2900,36,5/1/23 19:00,1996,Investment
2901,311,5/1/23 20:00,888,Loan Payment
2902,44,5/1/23 21:00,1617,Bill Payment
2904,77,5/1/23 23:00,80,Purchase
2905,590,5/2/23 00:00,2320,Purchase
2906,613,5/2/23 01:00,4411,Purchase
2907,438,5/2/23 02:00,3305,Investment
2908,432,5/2/23 03:00,771,Bill Payment
2910,39,5/2/23 05:00,2131,Loan Payment
2911,239,5/2/23 06:00,3592,Purchase
2912,13,5/2/23 07:00,4207,Investment
2913,122,5/2/23 08:00,1639,Purchase
2914,144,5/2/23 09:00,4298,Bill Payment
2915,684,5/2/23 10:00,1095,Purchase
2916,455,5/2/23 11:00,2467,Bill Payment
2917,368,5/2/23 12:00,4405,Bill Payment
2918,759,5/2/23 13:00,3276,Loan Payment
2919,247,5/2/23 14:00,463,Bill Payment
2920,923,5/2/23 15:00,2631,Investment
2921,45,5/2/23 16:00,628,Investment
2922,765,5/2/23 17:00,646,Bill Payment
2923,375,5/2/23 18:00,2358,Bill Payment
2925,207,5/2/23 20:00,3046,Purchase
2926,924,5/2/23 21:00,2259,Loan Payment
2927,995,5/2/23 22:00,2731,Purchase
2928,519,5/2/23 23:00,2359,Investment
2929,958,5/3/23 00:00,4442,Purchase
2930,242,5/3/23 01:00,2004,Loan Payment
2931,622,5/3/23 02:00,2830,Loan Payment
2932,114,5/3/23 03:00,1081,Bill Payment
2933,819,5/3/23 04:00,2041,Loan Payment
2934,302,5/3/23 05:00,1259,Bill Payment
2936,96,5/3/23 07:00,3566,Investment
2937,294,5/3/23 08:00,337,Purchase
2938,701,5/3/23 09:00,806,Loan Payment
2939,360,5/3/23 10:00,2871,Investment
2940,288,5/3/23 11:00,4770,Bill Payment
2941,154,5/3/23 12:00,2803,Loan Payment
2942,570,5/3/23 13:00,3104,Loan Payment
2943,423,5/3/23 14:00,2987,Bill Payment
2944,916,5/3/23 15:00,972,Loan Payment
2945,850,5/3/23 16:00,1278,Loan Payment
2946,50,5/3/23 17:00,382,Investment
2947,207,5/3/23 18:00,4390,Bill Payment
2948,564,5/3/23 19:00,2578,Investment
2949,854,5/3/23 20:00,4912,Bill Payment
2950,883,5/3/23 21:00,4752,Purchase
2951,662,5/3/23 22:00,3703,Loan Payment
2952,565,5/3/23 23:00,1614,Loan Payment
2953,213,5/4/23 00:00,105,Investment
2954,66,5/4/23 01:00,4379,Loan Payment
2955,232,5/4/23 02:00,3951,Loan Payment
2956,885,5/4/23 03:00,1210,Investment
2957,811,5/4/23 04:00,3954,Investment
2958,850,5/4/23 05:00,4889,Bill Payment
2959,663,5/4/23 06:00,141,Purchase
2960,717,5/4/23 07:00,3125,Investment
2961,320,5/4/23 08:00,1400,Bill Payment
2962,767,5/4/23 09:00,1159,Investment
2963,137,5/4/23 10:00,3520,Bill Payment
2964,881,5/4/23 11:00,3657,Purchase
2965,647,5/4/23 12:00,817,Bill Payment
2966,937,5/4/23 13:00,4849,Bill Payment
2967,566,5/4/23 14:00,60,Loan Payment
2968,65,5/4/23 15:00,3218,Investment
2969,514,5/4/23 16:00,65,Bill Payment
2970,132,5/4/23 17:00,3674,Investment
2972,32,5/4/23 19:00,4548,Loan Payment
2973,868,5/4/23 20:00,2886,Loan Payment
2974,898,5/4/23 21:00,89,Purchase
2975,872,5/4/23 22:00,4482,Bill Payment
2976,498,5/4/23 23:00,3950,Loan Payment
2977,243,5/5/23 00:00,2976,Investment
2978,192,5/5/23 01:00,3738,Bill Payment
2979,142,5/5/23 02:00,4546,Bill Payment
2980,660,5/5/23 03:00,135,Purchase
2981,601,5/5/23 04:00,228,Investment
2982,561,5/5/23 05:00,957,Purchase
2983,648,5/5/23 06:00,4383,Bill Payment
2984,988,5/5/23 07:00,604,Purchase
2985,191,5/5/23 08:00,150,Bill Payment
2986,942,5/5/23 09:00,2903,Bill Payment
2987,149,5/5/23 10:00,3065,Purchase
2988,599,5/5/23 11:00,1640,Purchase
2990,520,5/5/23 13:00,4215,Purchase
2991,735,5/5/23 14:00,2670,Purchase
2992,869,5/5/23 15:00,3400,Bill Payment
2993,16,5/5/23 16:00,4901,Investment
2994,808,5/5/23 17:00,2039,Purchase
2995,106,5/5/23 18:00,4834,Purchase
2996,283,5/5/23 19:00,2562,Loan Payment
2997,104,5/5/23 20:00,3621,Investment
2998,361,5/5/23 21:00,1050,Purchase
2999,658,5/5/23 22:00,324,Bill Payment
3000,35,5/5/23 23:00,3469,Loan Payment
3001,113,5/6/23 00:00,4182,Loan Payment
3002,308,5/6/23 01:00,3035,Loan Payment
3003,911,5/6/23 02:00,2956,Purchase
3004,959,5/6/23 03:00,3246,Bill Payment
3005,53,5/6/23 04:00,3690,Loan Payment
3006,859,5/6/23 05:00,4817,Investment
3007,81,5/6/23 06:00,3116,Loan Payment
3008,616,5/6/23 07:00,1547,Loan Payment
3010,369,5/6/23 09:00,1877,Loan Payment
3011,242,5/6/23 10:00,4959,Loan Payment
3012,31,5/6/23 11:00,1171,Investment
3013,829,5/6/23 12:00,3930,Purchase
3014,704,5/6/23 13:00,3892,Investment
3015,869,5/6/23 14:00,2766,Purchase
3016,361,5/6/23 15:00,1922,Purchase
3017,233,5/6/23 16:00,274,Purchase
3018,610,5/6/23 17:00,4438,Investment
3019,34,5/6/23 18:00,4925,Investment
3020,243,5/6/23 19:00,1312,Purchase
3021,951,5/6/23 20:00,1204,Investment
3022,59,5/6/23 21:00,1536,Purchase
3023,771,5/6/23 22:00,3614,Investment
3024,529,5/6/23 23:00,4404,Bill Payment
3025,78,5/7/23 00:00,2258,Investment
3026,718,5/7/23 01:00,1168,Investment
3027,302,5/7/23 02:00,4377,Investment
3028,678,5/7/23 03:00,4640,Purchase
3029,803,5/7/23 04:00,3523,Purchase
3030,897,5/7/23 05:00,2088,Bill Payment
3031,112,5/7/23 06:00,1154,Bill Payment
3032,413,5/7/23 07:00,78,Loan Payment
3033,900,5/7/23 08:00,3727,Bill Payment
3034,317,5/7/23 09:00,3018,Purchase
3036,145,5/7/23 11:00,1179,Bill Payment
3037,668,5/7/23 12:00,993,Investment
3039,858,5/7/23 14:00,3987,Loan Payment
3040,648,5/7/23 15:00,3344,Investment
3041,930,5/7/23 16:00,2350,Purchase
3042,827,5/7/23 17:00,2025,Loan Payment
3043,18,5/7/23 18:00,1462,Purchase
3044,351,5/7/23 19:00,2143,Loan Payment
3045,955,5/7/23 20:00,1049,Investment
3046,155,5/7/23 21:00,4733,Loan Payment
3047,784,5/7/23 22:00,4223,Loan Payment
3048,506,5/7/23 23:00,3476,Bill Payment
3050,360,5/8/23 01:00,4267,Investment
3051,332,5/8/23 02:00,2757,Loan Payment
3052,918,5/8/23 03:00,4272,Purchase
3053,528,5/8/23 04:00,4405,Purchase
3054,12,5/8/23 05:00,3505,Bill Payment
3055,75,5/8/23 06:00,3865,Purchase
3056,212,5/8/23 07:00,571,Investment
3057,691,5/8/23 08:00,2213,Bill Payment
3058,641,5/8/23 09:00,3429,Loan Payment
3059,283,5/8/23 10:00,1154,Investment
3061,780,5/8/23 12:00,1561,Investment
3062,30,5/8/23 13:00,4031,Bill Payment
3063,9,5/8/23 14:00,570,Purchase
3064,309,5/8/23 15:00,1197,Investment
3065,445,5/8/23 16:00,3143,Purchase
3066,310,5/8/23 17:00,3421,Purchase
3067,677,5/8/23 18:00,1699,Investment
3068,705,5/8/23 19:00,4417,Purchase
3069,426,5/8/23 20:00,2433,Bill Payment
3071,772,5/8/23 22:00,590,Loan Payment
3072,704,5/8/23 23:00,986,Purchase
3073,591,5/9/23 00:00,4282,Purchase
3074,691,5/9/23 01:00,4619,Loan Payment
3075,91,5/9/23 02:00,2366,Bill Payment
3076,456,5/9/23 03:00,128,Loan Payment
3077,444,5/9/23 04:00,1552,Loan Payment
3078,727,5/9/23 05:00,4872,Loan Payment
3079,79,5/9/23 06:00,3053,Purchase
3080,475,5/9/23 07:00,982,Purchase
3081,927,5/9/23 08:00,925,Purchase
3082,103,5/9/23 09:00,1447,Purchase
3083,623,5/9/23 10:00,596,Investment
3084,456,5/9/23 11:00,360,Loan Payment
3085,990,5/9/23 12:00,4601,Loan Payment
3086,314,5/9/23 13:00,2572,Purchase
3087,247,5/9/23 14:00,1880,Bill Payment
3088,234,5/9/23 15:00,282,Investment
3089,594,5/9/23 16:00,2937,Investment
3090,644,5/9/23 17:00,4368,Bill Payment
3091,235,5/9/23 18:00,3449,Purchase
3092,790,5/9/23 19:00,3051,Investment
3093,387,5/9/23 20:00,3958,Investment
3094,847,5/9/23 21:00,1774,Loan Payment
3095,611,5/9/23 22:00,4300,Loan Payment
3096,943,5/9/23 23:00,1780,Purchase
3097,38,5/10/23 00:00,1532,Purchase
3098,161,5/10/23 01:00,841,Loan Payment
3099,462,5/10/23 02:00,571,Loan Payment
3100,944,5/10/23 03:00,3550,Loan Payment
3101,449,5/10/23 04:00,4146,Bill Payment
3102,117,5/10/23 05:00,1489,Investment
