Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type_Bill_Payment,Transaction_Type_Investment,Transaction_Type_Loan_Payment,Transaction_Type_Purchase,,,,,
2521,277,4/16/23 00:00,707,0,0,1,0,,,,,
2522,452,4/16/23 01:00,41,0,0,0,1,,,,,
2523,428,4/16/23 02:00,4884,1,0,0,0,,,,,
2524,83,4/16/23 03:00,558,0,1,0,0,,,,,
2525,962,4/16/23 04:00,2258,0,1,0,0,,,,,
2526,218,4/16/23 05:00,1903,1,0,0,0,,,,,
2527,738,4/16/23 06:00,2844,1,0,0,0,,,,,
2528,782,4/16/23 07:00,1713,0,1,0,0,,,,,
2529,527,4/16/23 08:00,1166,0,0,0,1,,,,,
2530,404,4/16/23 09:00,353,0,1,0,0,,,,,
2531,290,4/16/23 10:00,4082,1,0,0,0,,,,,
2532,420,4/16/23 11:00,3472,0,0,0,1,,,,,
2533,339,4/16/23 12:00,2258,0,1,0,0,,,,,
2534,777,4/16/23 13:00,954,0,0,0,1,,,,,
2535,711,4/16/23 14:00,3890,0,0,0,1,,,,,
2536,670,4/16/23 15:00,2060,1,0,0,0,,,,,
2537,845,4/16/23 16:00,3295,0,0,1,0,,,,,
2538,987,4/16/23 17:00,2865,0,1,0,0,,,,,
2539,959,4/16/23 18:00,1340,1,0,0,0,,,,,
2540,419,4/16/23 19:00,2013,0,1,0,0,,,,,
2541,909,4/16/23 20:00,3625,0,0,1,0,,,,,
2542,207,4/16/23 21:00,1797,0,0,1,0,,,,,
2543,686,4/16/23 22:00,2256,0,0,1,0,,,,,
2544,696,4/16/23 23:00,3682,0,0,1,0,,,,,
2545,265,4/17/23 00:00,2165,0,1,0,0,,,,,
2546,983,4/17/23 01:00,3489,0,0,0,1,,,,,
2547,758,4/17/23 02:00,3030,0,0,0,1,,,,,
2548,36,4/17/23 03:00,61,0,0,1,0,,,,,
2549,373,4/17/23 04:00,2169,0,0,1,0,,,,,
2550,488,4/17/23 05:00,4400,0,0,0,1,,,,,
2551,259,4/17/23 06:00,3661,1,0,0,0,,,,,
2552,994,4/17/23 07:00,3925,0,0,1,0,,,,,
2553,531,4/17/23 08:00,2122,0,0,0,1,,,,,
2554,924,4/17/23 09:00,2631,1,0,0,0,,,,,
2555,23,4/17/23 10:00,4570,0,0,0,1,,,,,
2556,104,4/17/23 11:00,4739,1,0,0,0,,,,,
2557,241,4/17/23 12:00,1364,0,1,0,0,,,,,
2558,903,4/17/23 13:00,3764,1,0,0,0,,,,,
2559,873,4/17/23 14:00,219,0,0,1,0,,,,,
2560,716,4/17/23 15:00,247,1,0,0,0,,,,,
2561,253,4/17/23 16:00,345,1,0,0,0,,,,,
2562,142,4/17/23 17:00,3848,0,0,1,0,,,,,
2563,814,4/17/23 18:00,1586,0,1,0,0,,,,,
2564,655,4/17/23 19:00,509,1,0,0,0,,,,,
2565,451,4/17/23 20:00,1574,0,1,0,0,,,,,
2566,783,4/17/23 21:00,800,0,0,0,1,,,,,
2567,307,4/17/23 22:00,3550,0,0,0,1,,,,,
2568,984,4/17/23 23:00,3132,0,0,1,0,,,,,
2569,500,4/18/23 00:00,1145,0,1,0,0,,,,,
2570,622,4/18/23 01:00,3954,0,0,1,0,,,,,
2571,8,4/18/23 02:00,2358,0,0,1,0,,,,,
2572,69,4/18/23 03:00,4334,1,0,0,0,,,,,
2573,702,4/18/23 04:00,159,0,0,0,1,,,,,
2574,691,4/18/23 05:00,3216,0,0,1,0,,,,,
2575,575,4/18/23 06:00,3538,1,0,0,0,,,,,
2576,68,4/18/23 07:00,1634,1,0,0,0,,,,,
2577,718,4/18/23 08:00,2584,0,1,0,0,,,,,
2578,912,4/18/23 09:00,4438,0,0,0,1,,,,,
2579,980,4/18/23 10:00,4279,0,1,0,0,,,,,
2580,408,4/18/23 11:00,3294,0,1,0,0,,,,,
2581,518,4/18/23 12:00,2118,0,0,1,0,,,,,
2582,119,4/18/23 13:00,3957,0,1,0,0,,,,,
2583,825,4/18/23 14:00,4924,0,0,1,0,,,,,
2584,31,4/18/23 15:00,2273,0,1,0,0,,,,,
2585,518,4/18/23 16:00,1622,1,0,0,0,,,,,
2586,483,4/18/23 17:00,3825,0,0,0,1,,,,,
2587,207,4/18/23 18:00,4729,0,0,0,1,,,,,
2588,669,4/18/23 19:00,587,0,0,0,1,,,,,
2589,579,4/18/23 20:00,432,1,0,0,0,,,,,
2590,971,4/18/23 21:00,2773,1,0,0,0,,,,,
2591,387,4/18/23 22:00,1239,0,1,0,0,,,,,
2592,412,4/18/23 23:00,3186,0,1,0,0,,,,,
2593,842,4/19/23 00:00,763,0,1,0,0,,,,,
2594,370,4/19/23 01:00,4852,0,1,0,0,,,,,
2595,353,4/19/23 02:00,697,0,0,0,1,,,,,
2596,944,4/19/23 03:00,732,0,1,0,0,,,,,
2597,336,4/19/23 04:00,756,1,0,0,0,,,,,
2598,891,4/19/23 05:00,4347,1,0,0,0,,,,,
2599,906,4/19/23 06:00,2722,1,0,0,0,,,,,
2600,289,4/19/23 07:00,717,0,0,1,0,,,,,
2601,996,4/19/23 08:00,444,0,0,1,0,,,,,
2602,963,4/19/23 09:00,4886,0,0,1,0,,,,,
2603,965,4/19/23 10:00,493,0,1,0,0,,,,,
2604,140,4/19/23 11:00,3528,0,0,0,1,,,,,
2605,953,4/19/23 12:00,1543,0,0,0,1,,,,,
2606,300,4/19/23 13:00,179,0,1,0,0,,,,,
2607,13,4/19/23 14:00,1030,0,1,0,0,,,,,
2608,664,4/19/23 15:00,4974,0,0,1,0,,,,,
2609,428,4/19/23 16:00,857,1,0,0,0,,,,,
2610,825,4/19/23 17:00,705,1,0,0,0,,,,,
2611,864,4/19/23 18:00,3356,0,0,1,0,,,,,
2612,400,4/19/23 19:00,4023,0,0,1,0,,,,,
2613,992,4/19/23 20:00,41,0,0,0,1,,,,,
2614,109,4/19/23 21:00,186,0,0,1,0,,,,,
2615,485,4/19/23 22:00,2974,1,0,0,0,,,,,
2616,888,4/19/23 23:00,2122,1,0,0,0,,,,,
2617,356,4/20/23 00:00,3896,0,1,0,0,,,,,
2618,149,4/20/23 01:00,1512,0,0,0,1,,,,,
2619,879,4/20/23 02:00,2325,0,1,0,0,,,,,
2620,716,4/20/23 03:00,2654,0,0,0,1,,,,,
2621,307,4/20/23 04:00,75,0,1,0,0,,,,,
2622,533,4/20/23 05:00,4238,0,0,0,1,,,,,
2623,60,4/20/23 06:00,1938,0,0,1,0,,,,,
2624,435,4/20/23 07:00,594,1,0,0,0,,,,,
2625,21,4/20/23 08:00,1758,0,0,1,0,,,,,
2626,875,4/20/23 09:00,2214,0,0,0,1,,,,,
2627,382,4/20/23 10:00,3640,0,0,0,1,,,,,
2628,245,4/20/23 11:00,1902,0,1,0,0,,,,,
2629,902,4/20/23 12:00,2439,0,0,0,1,,,,,
2630,73,4/20/23 13:00,3103,0,0,1,0,,,,,
2631,449,4/20/23 14:00,983,0,0,0,1,,,,,
2632,76,4/20/23 15:00,4034,0,0,0,1,,,,,
2633,698,4/20/23 16:00,2652,0,1,0,0,,,,,
2634,590,4/20/23 17:00,1452,0,0,0,1,,,,,
2635,390,4/20/23 18:00,4339,0,1,0,0,,,,,
2636,577,4/20/23 19:00,1487,1,0,0,0,,,,,
2637,342,4/20/23 20:00,780,0,1,0,0,,,,,
2638,290,4/20/23 21:00,315,0,0,0,1,,,,,
2639,568,4/20/23 22:00,11,1,0,0,0,,,,,
2640,331,4/20/23 23:00,280,0,0,0,1,,,,,
2641,259,4/21/23 00:00,4526,0,1,0,0,,,,,
2642,426,4/21/23 01:00,3224,0,0,1,0,,,,,
2643,702,4/21/23 02:00,873,1,0,0,0,,,,,
2644,6,4/21/23 03:00,2749,0,0,1,0,,,,,
2645,6,4/21/23 04:00,2924,0,0,1,0,,,,,
2646,191,4/21/23 05:00,116,1,0,0,0,,,,,
2647,148,4/21/23 06:00,3178,0,0,1,0,,,,,
2648,405,4/21/23 07:00,4654,0,0,1,0,,,,,
2649,258,4/21/23 08:00,2609,0,0,1,0,,,,,
2650,730,4/21/23 09:00,2245,0,0,1,0,,,,,
2651,479,4/21/23 10:00,2809,1,0,0,0,,,,,
2652,90,4/21/23 11:00,1521,0,0,0,1,,,,,
2653,824,4/21/23 12:00,28,0,0,1,0,,,,,
2654,864,4/21/23 13:00,868,1,0,0,0,,,,,
2655,10,4/21/23 14:00,1426,1,0,0,0,,,,,
2656,87,4/21/23 15:00,3042,1,0,0,0,,,,,
2657,762,4/21/23 16:00,4515,1,0,0,0,,,,,
2658,838,4/21/23 17:00,1436,0,1,0,0,,,,,
2659,151,4/21/23 18:00,2541,0,0,0,1,,,,,
2660,988,4/21/23 19:00,4729,0,0,0,1,,,,,
2661,625,4/21/23 20:00,4761,0,0,1,0,,,,,
2662,30,4/21/23 21:00,4873,1,0,0,0,,,,,
2663,128,4/21/23 22:00,4048,0,1,0,0,,,,,
2664,78,4/21/23 23:00,4123,1,0,0,0,,,,,
2665,421,4/22/23 00:00,2241,0,0,1,0,,,,,
2666,55,4/22/23 01:00,2462,0,0,0,1,,,,,
2667,480,4/22/23 02:00,2856,0,0,1,0,,,,,
2668,305,4/22/23 03:00,3212,0,0,1,0,,,,,
2669,546,4/22/23 04:00,1826,0,0,1,0,,,,,
2670,105,4/22/23 05:00,1790,0,0,1,0,,,,,
2671,172,4/22/23 06:00,4113,0,0,1,0,,,,,
2672,499,4/22/23 07:00,714,0,0,1,0,,,,,
2673,22,4/22/23 08:00,1351,0,0,1,0,,,,,
2674,287,4/22/23 09:00,3472,0,0,0,1,,,,,
2675,391,4/22/23 10:00,3600,0,0,0,1,,,,,
2676,617,4/22/23 11:00,1169,1,0,0,0,,,,,
2677,149,4/22/23 12:00,4636,1,0,0,0,,,,,
2678,272,4/22/23 13:00,3732,0,1,0,0,,,,,
2679,788,4/22/23 14:00,3448,0,1,0,0,,,,,
2680,299,4/22/23 15:00,3570,0,0,0,1,,,,,
2681,172,4/22/23 16:00,3092,0,0,0,1,,,,,
2682,47,4/22/23 17:00,1725,0,1,0,0,,,,,
2683,626,4/22/23 18:00,2253,0,0,0,1,,,,,
2684,787,4/22/23 19:00,1770,0,1,0,0,,,,,
2685,816,4/22/23 20:00,4017,1,0,0,0,,,,,
2686,992,4/22/23 21:00,1806,0,0,0,1,,,,,
2687,207,4/22/23 22:00,2685,0,0,0,1,,,,,
2688,453,4/22/23 23:00,3246,0,1,0,0,,,,,
2689,395,4/23/23 00:00,53,0,0,1,0,,,,,
2690,975,4/23/23 01:00,498,0,0,1,0,,,,,
2691,925,4/23/23 02:00,4286,1,0,0,0,,,,,
2692,754,4/23/23 03:00,3158,0,0,0,1,,,,,
2693,301,4/23/23 04:00,4733,0,0,0,1,,,,,
2694,708,4/23/23 05:00,966,0,1,0,0,,,,,
2695,676,4/23/23 06:00,2124,0,0,1,0,,,,,
2696,176,4/23/23 07:00,1125,0,0,1,0,,,,,
2697,855,4/23/23 08:00,1791,1,0,0,0,,,,,
2698,783,4/23/23 09:00,2836,0,0,1,0,,,,,
2699,110,4/23/23 10:00,660,0,0,1,0,,,,,
2700,684,4/23/23 11:00,1886,0,0,1,0,,,,,
2701,963,4/23/23 12:00,350,0,1,0,0,,,,,
2702,864,4/23/23 13:00,2960,0,0,1,0,,,,,
2703,202,4/23/23 14:00,3385,1,0,0,0,,,,,
2704,168,4/23/23 15:00,2455,0,0,1,0,,,,,
2705,614,4/23/23 16:00,2760,1,0,0,0,,,,,
2706,86,4/23/23 17:00,2154,0,1,0,0,,,,,
2707,654,4/23/23 18:00,1364,0,1,0,0,,,,,
2708,959,4/23/23 19:00,3286,1,0,0,0,,,,,
2709,849,4/23/23 20:00,458,0,1,0,0,,,,,
2710,725,4/23/23 21:00,4182,0,0,0,1,,,,,
2711,51,4/23/23 22:00,4654,0,0,0,1,,,,,
2712,112,4/23/23 23:00,807,0,0,0,1,,,,,
2713,463,4/24/23 00:00,3506,0,0,0,1,,,,,
2714,442,4/24/23 01:00,4920,0,0,0,1,,,,,
2715,271,4/24/23 02:00,2192,0,1,0,0,,,,,
2716,577,4/24/23 03:00,3336,1,0,0,0,,,,,
2717,344,4/24/23 04:00,655,0,1,0,0,,,,,
2718,183,4/24/23 05:00,729,0,0,1,0,,,,,
2719,503,4/24/23 06:00,1532,0,0,0,1,,,,,
2720,844,4/24/23 07:00,1079,0,0,0,1,,,,,
2721,10,4/24/23 08:00,4753,0,1,0,0,,,,,
2722,494,4/24/23 09:00,4897,0,0,1,0,,,,,
2723,234,4/24/23 10:00,4684,0,1,0,0,,,,,
2724,298,4/24/23 11:00,3085,1,0,0,0,,,,,
2725,244,4/24/23 12:00,3817,0,0,0,1,,,,,
2726,509,4/24/23 13:00,3371,0,1,0,0,,,,,
2727,351,4/24/23 14:00,2166,1,0,0,0,,,,,
2728,267,4/24/23 15:00,4565,0,0,0,1,,,,,
2729,630,4/24/23 16:00,2323,0,0,0,1,,,,,
2730,656,4/24/23 17:00,3515,0,0,0,1,,,,,
2732,201,4/24/23 19:00,642,0,1,0,0,,,,,
2733,239,4/24/23 20:00,2209,0,0,0,1,,,,,
2734,334,4/24/23 21:00,3073,0,0,0,1,,,,,
2735,915,4/24/23 22:00,2920,1,0,0,0,,,,,
2736,415,4/24/23 23:00,632,0,1,0,0,,,,,
2737,969,4/25/23 00:00,370,1,0,0,0,,,,,
2738,484,4/25/23 01:00,2377,0,1,0,0,,,,,
2739,437,4/25/23 02:00,219,0,0,0,1,,,,,
2740,999,4/25/23 03:00,3477,0,0,1,0,,,,,
2741,246,4/25/23 04:00,940,1,0,0,0,,,,,
2742,858,4/25/23 05:00,4594,0,0,1,0,,,,,
2743,8,4/25/23 06:00,3953,0,0,1,0,,,,,
2744,152,4/25/23 07:00,4706,0,0,1,0,,,,,
2745,392,4/25/23 08:00,4879,0,1,0,0,,,,,
2746,211,4/25/23 09:00,887,0,1,0,0,,,,,
2747,367,4/25/23 10:00,4805,0,0,1,0,,,,,
2748,944,4/25/23 11:00,2509,0,0,0,1,,,,,
2749,670,4/25/23 12:00,2533,0,0,0,1,,,,,
2750,570,4/25/23 13:00,4361,0,0,1,0,,,,,
2751,86,4/25/23 14:00,401,1,0,0,0,,,,,
2752,55,4/25/23 15:00,3912,1,0,0,0,,,,,
2753,713,4/25/23 16:00,2331,0,1,0,0,,,,,
2754,634,4/25/23 17:00,4950,1,0,0,0,,,,,
2755,446,4/25/23 18:00,3991,0,0,0,1,,,,,
2756,620,4/25/23 19:00,148,0,0,1,0,,,,,
2757,304,4/25/23 20:00,112,1,0,0,0,,,,,
2758,132,4/25/23 21:00,493,0,0,1,0,,,,,
2759,421,4/25/23 22:00,4329,1,0,0,0,,,,,
2760,904,4/25/23 23:00,4083,0,1,0,0,,,,,
2761,385,4/26/23 00:00,1858,0,0,0,1,,,,,
2762,988,4/26/23 01:00,1894,0,1,0,0,,,,,
2763,198,4/26/23 02:00,3215,0,0,1,0,,,,,
2764,47,4/26/23 03:00,2171,0,0,0,1,,,,,
2765,740,4/26/23 04:00,1474,0,0,0,1,,,,,
2766,757,4/26/23 05:00,653,0,1,0,0,,,,,
2767,203,4/26/23 06:00,3446,1,0,0,0,,,,,
2768,261,4/26/23 07:00,4563,0,1,0,0,,,,,
2769,690,4/26/23 08:00,620,0,0,1,0,,,,,
2770,24,4/26/23 09:00,4312,1,0,0,0,,,,,
2771,687,4/26/23 10:00,1553,0,1,0,0,,,,,
2772,786,4/26/23 11:00,3549,0,1,0,0,,,,,
2773,340,4/26/23 12:00,1476,1,0,0,0,,,,,
2774,412,4/26/23 13:00,926,1,0,0,0,,,,,
2775,973,4/26/23 14:00,1191,1,0,0,0,,,,,
2776,261,4/26/23 15:00,2156,0,1,0,0,,,,,
2777,286,4/26/23 16:00,2282,1,0,0,0,,,,,
2778,513,4/26/23 17:00,861,1,0,0,0,,,,,
2779,86,4/26/23 18:00,4546,1,0,0,0,,,,,
2780,850,4/26/23 19:00,729,0,0,0,1,,,,,
2781,430,4/26/23 20:00,4690,0,0,1,0,,,,,
2782,581,4/26/23 21:00,2024,1,0,0,0,,,,,
2783,31,4/26/23 22:00,3482,0,0,1,0,,,,,
2784,710,4/26/23 23:00,3652,1,0,0,0,,,,,
2785,603,4/27/23 00:00,3880,1,0,0,0,,,,,
2786,440,4/27/23 01:00,73,0,0,0,1,,,,,
2787,985,4/27/23 02:00,4873,0,0,0,1,,,,,
2788,349,4/27/23 03:00,569,1,0,0,0,,,,,
2789,895,4/27/23 04:00,1743,1,0,0,0,,,,,
2790,412,4/27/23 05:00,679,1,0,0,0,,,,,
2791,528,4/27/23 06:00,3904,0,0,1,0,,,,,
2792,310,4/27/23 07:00,1552,1,0,0,0,,,,,
2793,949,4/27/23 08:00,1281,0,0,1,0,,,,,
2794,396,4/27/23 09:00,2425,0,0,0,1,,,,,
2795,788,4/27/23 10:00,2801,0,0,1,0,,,,,
2796,338,4/27/23 11:00,4723,1,0,0,0,,,,,
2797,674,4/27/23 12:00,3064,0,0,0,1,,,,,
2798,437,4/27/23 13:00,2468,0,1,0,0,,,,,
2799,704,4/27/23 14:00,3075,0,0,0,1,,,,,
2800,663,4/27/23 15:00,1173,0,1,0,0,,,,,
2801,365,4/27/23 16:00,4569,0,0,1,0,,,,,
2802,923,4/27/23 17:00,2759,0,0,0,1,,,,,
2803,113,4/27/23 18:00,1958,0,0,0,1,,,,,
2804,785,4/27/23 19:00,69,0,0,0,1,,,,,
2805,176,4/27/23 20:00,3112,0,0,1,0,,,,,
2806,149,4/27/23 21:00,342,1,0,0,0,,,,,
2807,178,4/27/23 22:00,4181,0,0,1,0,,,,,
2808,936,4/27/23 23:00,199,0,0,0,1,,,,,
2809,382,4/28/23 00:00,3570,1,0,0,0,,,,,
2810,223,4/28/23 01:00,305,0,0,0,1,,,,,
2811,259,4/28/23 02:00,2558,0,0,0,1,,,,,
2812,785,4/28/23 03:00,186,0,1,0,0,,,,,
2813,189,4/28/23 04:00,809,0,0,0,1,,,,,
2814,306,4/28/23 05:00,815,0,0,1,0,,,,,
2815,378,4/28/23 06:00,1752,0,0,1,0,,,,,
2816,602,4/28/23 07:00,224,0,0,1,0,,,,,
2817,343,4/28/23 08:00,1889,1,0,0,0,,,,,
2818,774,4/28/23 09:00,2710,0,1,0,0,,,,,
2819,156,4/28/23 10:00,606,0,1,0,0,,,,,
2820,712,4/28/23 11:00,1727,0,0,0,1,,,,,
2821,55,4/28/23 12:00,1365,0,0,0,1,,,,,
2822,766,4/28/23 13:00,4233,0,1,0,0,,,,,
2823,442,4/28/23 14:00,1302,1,0,0,0,,,,,
2824,685,4/28/23 15:00,2608,0,0,1,0,,,,,
2825,200,4/28/23 16:00,3447,0,0,0,1,,,,,
2826,403,4/28/23 17:00,4724,0,1,0,0,,,,,
2827,614,4/28/23 18:00,151,1,0,0,0,,,,,
2828,797,4/28/23 19:00,3226,0,0,1,0,,,,,
2829,663,4/28/23 20:00,2849,0,0,0,1,,,,,
2830,623,4/28/23 21:00,4350,0,0,1,0,,,,,
2831,928,4/28/23 22:00,3523,0,0,1,0,,,,,
2832,778,4/28/23 23:00,2760,0,1,0,0,,,,,
2833,603,4/29/23 00:00,1724,0,1,0,0,,,,,
2834,177,4/29/23 01:00,1145,0,0,1,0,,,,,
2835,449,4/29/23 02:00,3731,0,0,1,0,,,,,
2836,743,4/29/23 03:00,1919,0,0,0,1,,,,,
2837,541,4/29/23 04:00,2257,1,0,0,0,,,,,
2838,955,4/29/23 05:00,4526,1,0,0,0,,,,,
2839,301,4/29/23 06:00,4112,0,0,1,0,,,,,
2840,707,4/29/23 07:00,1558,0,1,0,0,,,,,
2841,307,4/29/23 08:00,2649,1,0,0,0,,,,,
2842,751,4/29/23 09:00,4776,0,0,1,0,,,,,
2843,869,4/29/23 10:00,4521,0,1,0,0,,,,,
2844,991,4/29/23 11:00,2841,0,0,0,1,,,,,
2845,896,4/29/23 12:00,1016,1,0,0,0,,,,,
2846,267,4/29/23 13:00,3231,0,0,0,1,,,,,
2847,214,4/29/23 14:00,3072,0,1,0,0,,,,,
2848,594,4/29/23 15:00,4533,0,0,1,0,,,,,
2849,640,4/29/23 16:00,3062,0,0,0,1,,,,,
2850,483,4/29/23 17:00,4439,0,0,1,0,,,,,
2851,262,4/29/23 18:00,2329,1,0,0,0,,,,,
2852,67,4/29/23 19:00,3549,0,0,0,1,,,,,
2853,574,4/29/23 20:00,2376,1,0,0,0,,,,,
2854,133,4/29/23 21:00,536,1,0,0,0,,,,,
2855,649,4/29/23 22:00,2817,1,0,0,0,,,,,
2856,540,4/29/23 23:00,1205,1,0,0,0,,,,,
2857,512,4/30/23 00:00,1763,1,0,0,0,,,,,
2858,211,4/30/23 01:00,1682,0,1,0,0,,,,,
2859,988,4/30/23 02:00,2038,0,0,0,1,,,,,
2860,987,4/30/23 03:00,1664,0,0,1,0,,,,,
2861,717,4/30/23 04:00,4559,0,0,1,0,,,,,
2862,253,4/30/23 05:00,4851,0,1,0,0,,,,,
2863,38,4/30/23 06:00,4051,0,0,1,0,,,,,
2864,43,4/30/23 07:00,857,0,0,1,0,,,,,
2865,629,4/30/23 08:00,877,0,0,1,0,,,,,
2866,405,4/30/23 09:00,783,0,0,0,1,,,,,
2867,987,4/30/23 10:00,552,0,0,1,0,,,,,
2868,702,4/30/23 11:00,4427,0,0,0,1,,,,,
2869,46,4/30/23 12:00,795,0,0,1,0,,,,,
2870,454,4/30/23 13:00,3315,0,0,1,0,,,,,
2871,678,4/30/23 14:00,4645,0,0,0,1,,,,,
2872,305,4/30/23 15:00,2893,0,1,0,0,,,,,
2873,715,4/30/23 16:00,458,0,0,1,0,,,,,
2874,233,4/30/23 17:00,3320,1,0,0,0,,,,,
2875,245,4/30/23 18:00,4595,1,0,0,0,,,,,
2876,721,4/30/23 19:00,1915,0,1,0,0,,,,,
2877,760,4/30/23 20:00,4569,1,0,0,0,,,,,
2878,295,4/30/23 21:00,4419,0,0,0,1,,,,,
2879,839,4/30/23 22:00,3261,0,0,1,0,,,,,
2880,383,4/30/23 23:00,394,0,0,1,0,,,,,
2881,158,5/1/23 00:00,304,0,0,1,0,,,,,
2883,1,5/1/23 02:00,4867,1,0,0,0,,,,,
2884,217,5/1/23 03:00,2826,1,0,0,0,,,,,
2885,928,5/1/23 04:00,1108,1,0,0,0,,,,,
2886,507,5/1/23 05:00,1747,0,0,0,1,,,,,
2887,761,5/1/23 06:00,2199,1,0,0,0,,,,,
2889,581,5/1/23 08:00,1232,0,0,1,0,,,,,
2890,30,5/1/23 09:00,3252,1,0,0,0,,,,,
2891,627,5/1/23 10:00,3909,0,1,0,0,,,,,
2892,520,5/1/23 11:00,4333,0,1,0,0,,,,,
2893,881,5/1/23 12:00,420,0,0,1,0,,,,,
2894,275,5/1/23 13:00,3009,1,0,0,0,,,,,
2895,492,5/1/23 14:00,2955,0,1,0,0,,,,,
2896,827,5/1/23 15:00,4796,0,1,0,0,,,,,
2897,951,5/1/23 16:00,887,0,0,0,1,,,,,
2898,926,5/1/23 17:00,796,0,0,1,0,,,,,
2899,847,5/1/23 18:00,2119,0,1,0,0,,,,,
2900,36,5/1/23 19:00,1996,0,1,0,0,,,,,
2901,311,5/1/23 20:00,888,0,0,1,0,,,,,
2902,44,5/1/23 21:00,1617,1,0,0,0,,,,,
2904,77,5/1/23 23:00,80,0,0,0,1,,,,,
2905,590,5/2/23 00:00,2320,0,0,0,1,,,,,
2906,613,5/2/23 01:00,4411,0,0,0,1,,,,,
2907,438,5/2/23 02:00,3305,0,1,0,0,,,,,
2908,432,5/2/23 03:00,771,1,0,0,0,,,,,
2910,39,5/2/23 05:00,2131,0,0,1,0,,,,,
2911,239,5/2/23 06:00,3592,0,0,0,1,,,,,
2912,13,5/2/23 07:00,4207,0,1,0,0,,,,,
2913,122,5/2/23 08:00,1639,0,0,0,1,,,,,
2914,144,5/2/23 09:00,4298,1,0,0,0,,,,,
2915,684,5/2/23 10:00,1095,0,0,0,1,,,,,
2916,455,5/2/23 11:00,2467,1,0,0,0,,,,,
2917,368,5/2/23 12:00,4405,1,0,0,0,,,,,
2918,759,5/2/23 13:00,3276,0,0,1,0,,,,,
2919,247,5/2/23 14:00,463,1,0,0,0,,,,,
2920,923,5/2/23 15:00,2631,0,1,0,0,,,,,
2921,45,5/2/23 16:00,628,0,1,0,0,,,,,
2922,765,5/2/23 17:00,646,1,0,0,0,,,,,
2923,375,5/2/23 18:00,2358,1,0,0,0,,,,,
2925,207,5/2/23 20:00,3046,0,0,0,1,,,,,
2926,924,5/2/23 21:00,2259,0,0,1,0,,,,,
2927,995,5/2/23 22:00,2731,0,0,0,1,,,,,
2928,519,5/2/23 23:00,2359,0,1,0,0,,,,,
2929,958,5/3/23 00:00,4442,0,0,0,1,,,,,
2930,242,5/3/23 01:00,2004,0,0,1,0,,,,,
2931,622,5/3/23 02:00,2830,0,0,1,0,,,,,
2932,114,5/3/23 03:00,1081,1,0,0,0,,,,,
2933,819,5/3/23 04:00,2041,0,0,1,0,,,,,
2934,302,5/3/23 05:00,1259,1,0,0,0,,,,,
2936,96,5/3/23 07:00,3566,0,1,0,0,,,,,
2937,294,5/3/23 08:00,337,0,0,0,1,,,,,
2938,701,5/3/23 09:00,806,0,0,1,0,,,,,
2939,360,5/3/23 10:00,2871,0,1,0,0,,,,,
2940,288,5/3/23 11:00,4770,1,0,0,0,,,,,
2941,154,5/3/23 12:00,2803,0,0,1,0,,,,,
2942,570,5/3/23 13:00,3104,0,0,1,0,,,,,
2943,423,5/3/23 14:00,2987,1,0,0,0,,,,,
2944,916,5/3/23 15:00,972,0,0,1,0,,,,,
2945,850,5/3/23 16:00,1278,0,0,1,0,,,,,
2946,50,5/3/23 17:00,382,0,1,0,0,,,,,
2947,207,5/3/23 18:00,4390,1,0,0,0,,,,,
2948,564,5/3/23 19:00,2578,0,1,0,0,,,,,
2949,854,5/3/23 20:00,4912,1,0,0,0,,,,,
2950,883,5/3/23 21:00,4752,0,0,0,1,,,,,
2951,662,5/3/23 22:00,3703,0,0,1,0,,,,,
2952,565,5/3/23 23:00,1614,0,0,1,0,,,,,
2953,213,5/4/23 00:00,105,0,1,0,0,,,,,
2954,66,5/4/23 01:00,4379,0,0,1,0,,,,,
2955,232,5/4/23 02:00,3951,0,0,1,0,,,,,
2956,885,5/4/23 03:00,1210,0,1,0,0,,,,,
2957,811,5/4/23 04:00,3954,0,1,0,0,,,,,
2958,850,5/4/23 05:00,4889,1,0,0,0,,,,,
2959,663,5/4/23 06:00,141,0,0,0,1,,,,,
2960,717,5/4/23 07:00,3125,0,1,0,0,,,,,
2961,320,5/4/23 08:00,1400,1,0,0,0,,,,,
2962,767,5/4/23 09:00,1159,0,1,0,0,,,,,
2963,137,5/4/23 10:00,3520,1,0,0,0,,,,,
2964,881,5/4/23 11:00,3657,0,0,0,1,,,,,
2965,647,5/4/23 12:00,817,1,0,0,0,,,,,
2966,937,5/4/23 13:00,4849,1,0,0,0,,,,,
2967,566,5/4/23 14:00,60,0,0,1,0,,,,,
2968,65,5/4/23 15:00,3218,0,1,0,0,,,,,
2969,514,5/4/23 16:00,65,1,0,0,0,,,,,
2970,132,5/4/23 17:00,3674,0,1,0,0,,,,,
2972,32,5/4/23 19:00,4548,0,0,1,0,,,,,
2973,868,5/4/23 20:00,2886,0,0,1,0,,,,,
2974,898,5/4/23 21:00,89,0,0,0,1,,,,,
2975,872,5/4/23 22:00,4482,1,0,0,0,,,,,
2976,498,5/4/23 23:00,3950,0,0,1,0,,,,,
2977,243,5/5/23 00:00,2976,0,1,0,0,,,,,
2978,192,5/5/23 01:00,3738,1,0,0,0,,,,,
2979,142,5/5/23 02:00,4546,1,0,0,0,,,,,
